State Code,State Name,Year,Unemployment Rate,Alcohol Consumption,Health Status,"Cancer cases per 100,000 persons",Life Expectancy
HUN,Hungary,2018,3.508333333333,11.40000000,76.20000000,,76.20000000
IDN,Indonesia,2018,,0.10000000,69.90000000,,69.90000000
IND,India,2018,,3.00000000,70.50000000,,70.50000000
IRL,Ireland,2018,5.808333333333,11.00000000,82.20000000,,82.20000000
ISL,Iceland,2018,3.066666666667,7.70000000,82.90000000,,82.90000000
ISR,Israel,2018,3.980295666667,3.00000000,82.90000000,,82.90000000
ITA,Italy,2018,10.616666666667,7.80000000,83.40000000,,83.40000000
JPN,Japan,2018,2.433333333333,7.20000000,84.30000000,,84.30000000
KOR,Korea,2018,3.858333333333,8.50000000,82.70000000,,82.70000000
LTU,Lithuania,2018,6.191666666667,11.20000000,76.00000000,,76.00000000
LUX,Luxembourg,2018,5.525000000000,11.10000000,82.30000000,,82.30000000
LVA,Latvia,2018,7.408333333333,11.00000000,75.10000000,,75.10000000
MEX,Mexico,2018,3.286851166667,4.80000000,75.00000000,,75.00000000
NLD,Netherlands,2018,4.875000000000,8.30000000,81.90000000,,81.90000000
NOR,Norway,2018,4.025000000000,6.00000000,82.80000000,,82.80000000
NZL,New Zealand,2018,,8.80000000,81.70000000,,81.70000000
OECD,OECD,2018,5.498432250000,,,,
PER,Peru,2018,,5.70000000,75.90000000,,75.90000000
POL,Poland,2018,3.908333333333,10.70000000,77.70000000,,77.70000000
PRT,Portugal,2018,7.166666666667,10.40000000,81.50000000,,81.50000000
ROU,Romania,2018,,11.00000000,75.30000000,,75.30000000
RUS,Russia,2018,,11.10000000,72.80000000,,72.80000000
SVK,Slovak Republic,2018,6.525000000000,10.10000000,77.40000000,,77.40000000
SVN,Slovenia,2018,5.125000000000,10.00000000,81.50000000,,81.50000000
SWE,Sweden,2018,6.483333333333,7.20000000,82.60000000,,82.60000000
TUR,T??rkiye,2018,10.941666666667,1.40000000,78.30000000,,78.30000000
USA,United States,2018,3.891666666667,8.90000000,78.70000000,,78.70000000
ZAF,South Africa,2018,,7.20000000,65.40000000,,65.40000000
ARG,Argentina,2019,,8.00000000,77.00000000,,77.00000000
AUS,Australia,2019,5.173504666667,,82.90000000,,82.90000000
AUT,Austria,2019,4.808333333333,11.60000000,82.00000000,,82.00000000
BEL,Belgium,2019,5.383333333333,9.20000000,82.10000000,,82.10000000
BGR,Bulgaria,2019,,11.20000000,75.10000000,,75.10000000
BRA,Brazil,2019,,9.80000000,75.10000000,,75.10000000
CAN,Canada,2019,5.700000000000,8.00000000,82.30000000,,82.30000000
CHE,Switzerland,2019,,8.70000000,84.00000000,,84.00000000
CHL,Chile,2019,7.242504833333,7.10000000,80.60000000,,80.60000000
CHN,China (People???s Republic of),2019,,4.50000000,77.70000000,,77.70000000
COL,Colombia,2019,10.366026750000,4.10000000,76.60000000,,76.60000000
CRI,Costa Rica,2019,11.763747500000,3.10000000,80.50000000,,80.50000000
CZE,Czechia,2019,2.033333333333,11.90000000,79.30000000,,79.30000000
DEU,Germany,2019,2.983333333333,10.60000000,81.30000000,,81.30000000
DNK,Denmark,2019,5.000000000000,9.50000000,81.50000000,,81.50000000
EA20,Euro area (20 countries),2019,7.583333333333,,,,
ESP,Spain,2019,14.108333333333,10.70000000,84.00000000,,84.00000000
EST,Estonia,2019,4.466666666667,10.40000000,79.00000000,,79.00000000
EU27_2020,European Union (27 countries from 01/02/2020),2019,6.816666666667,,,,
FIN,Finland,2019,6.725000000000,8.20000000,82.10000000,,82.10000000
FRA,France,2019,8.425000000000,11.40000000,83.00000000,,83.00000000
G7,G7,2019,4.268146666667,,,,
GBR,United Kingdom,2019,3.933333333333,9.70000000,81.40000000,,81.40000000
GRC,Greece,2019,17.850000000000,6.30000000,81.70000000,,81.70000000
HRV,Croatia,2019,,9.60000000,78.60000000,,78.60000000
HUN,Hungary,2019,3.275000000000,10.70000000,76.50000000,,76.50000000
IDN,Indonesia,2019,,0.10000000,70.30000000,,70.30000000
IND,India,2019,,3.10000000,70.70000000,,70.70000000
IRL,Ireland,2019,4.991666666667,10.80000000,82.80000000,,82.80000000
ISL,Iceland,2019,3.958333333333,7.40000000,83.20000000,,83.20000000
ISR,Israel,2019,3.807201166667,3.10000000,82.90000000,,82.90000000
ITA,Italy,2019,9.900000000000,7.70000000,83.60000000,,83.60000000
JPN,Japan,2019,2.358333333333,7.10000000,84.40000000,,84.40000000
KOR,Korea,2019,3.758333333333,8.30000000,83.30000000,,83.30000000
LTU,Lithuania,2019,6.275000000000,11.10000000,76.50000000,,76.50000000
LUX,Luxembourg,2019,5.616666666667,11.00000000,82.70000000,,82.70000000
LVA,Latvia,2019,6.300000000000,11.60000000,75.70000000,,75.70000000
MEX,Mexico,2019,3.466944250000,4.90000000,75.10000000,,75.10000000
NLD,Netherlands,2019,4.425000000000,8.20000000,82.20000000,,82.20000000
NOR,Norway,2019,3.875000000000,6.10000000,83.00000000,,83.00000000
NZL,New Zealand,2019,,8.80000000,82.10000000,,82.10000000
OECD,OECD,2019,5.420432083333,,,,
PER,Peru,2019,,5.70000000,76.00000000,,76.00000000
POL,Poland,2019,3.341666666667,11.00000000,78.00000000,,78.00000000
PRT,Portugal,2019,6.675000000000,10.40000000,81.90000000,,81.90000000
ROU,Romania,2019,,11.00000000,75.60000000,,75.60000000
RUS,Russia,2019,,10.80000000,73.20000000,,73.20000000
SVK,Slovak Republic,2019,5.716666666667,10.30000000,77.80000000,,77.80000000
SVN,Slovenia,2019,4.450000000000,11.10000000,81.60000000,,81.60000000
SWE,Sweden,2019,6.916666666667,7.10000000,83.20000000,,83.20000000
TUR,T??rkiye,2019,13.733333333333,1.30000000,78.60000000,,78.60000000
USA,United States,2019,3.675000000000,9.00000000,78.80000000,,78.80000000
ZAF,South Africa,2019,,7.20000000,65.70000000,,65.70000000
ARG,Argentina,2020,,,77.30000000,,77.30000000
AUS,Australia,2020,6.480554583333,,83.20000000,,83.20000000
AUT,Austria,2020,6.100000000000,11.30000000,81.30000000,,81.30000000
BEL,Belgium,2020,5.575000000000,,80.80000000,,80.80000000
BGR,Bulgaria,2020,,,73.60000000,,73.60000000
BRA,Brazil,2020,,9.80000000,75.30000000,,75.30000000
CAN,Canada,2020,9.725000000000,8.10000000,81.70000000,,81.70000000
CHE,Switzerland,2020,,8.50000000,83.10000000,,83.10000000
CHL,Chile,2020,10.785069333333,,80.80000000,,80.80000000
CHN,China (People???s Republic of),2020,,,78.00000000,,78.00000000
COL,Colombia,2020,15.815125000000,,76.70000000,,76.70000000
CRI,Costa Rica,2020,19.652450000000,3.20000000,80.60000000,,80.60000000
CZE,Czechia,2020,2.550000000000,11.60000000,78.30000000,,78.30000000
DEU,Germany,2020,3.666666666667,,81.10000000,,81.10000000
DNK,Denmark,2020,5.625000000000,9.70000000,81.60000000,,81.60000000
EA20,Euro area (20 countries),2020,7.966666666667,,,,
ESP,Spain,2020,15.541666666667,8.70000000,82.40000000,,82.40000000
EST,Estonia,2020,6.900000000000,10.80000000,78.90000000,,78.90000000
EU27_2020,European Union (27 countries from 01/02/2020),2020,7.233333333333,,,,
FIN,Finland,2020,7.766666666667,8.20000000,82.00000000,,82.00000000
FRA,France,2020,8.033333333333,10.40000000,82.30000000,,82.30000000
G7,G7,2020,6.484277083333,,,,
GBR,United Kingdom,2020,4.658333333333,9.70000000,80.40000000,,80.40000000
GRC,Greece,2020,17.591666666667,,81.40000000,,81.40000000
HRV,Croatia,2020,,,77.80000000,,77.80000000
HUN,Hungary,2020,4.100000000000,10.40000000,75.70000000,,75.70000000
IDN,Indonesia,2020,,,70.50000000,,70.50000000
IND,India,2020,,,70.90000000,,70.90000000
IRL,Ireland,2020,5.833333333333,10.10000000,82.60000000,,82.60000000
ISL,Iceland,2020,6.408333333333,7.40000000,83.10000000,,83.10000000
ISR,Israel,2020,4.298624750000,,82.70000000,,82.70000000
ITA,Italy,2020,9.350000000000,,82.30000000,,82.30000000
JPN,Japan,2020,2.800000000000,6.70000000,84.60000000,,84.60000000
KOR,Korea,2020,3.983333333333,7.90000000,83.50000000,,83.50000000
LTU,Lithuania,2020,8.525000000000,11.40000000,75.10000000,,75.10000000
LUX,Luxembourg,2020,6.658333333333,,82.20000000,,82.20000000
LVA,Latvia,2020,8.091666666667,12.10000000,75.50000000,,75.50000000
MEX,Mexico,2020,4.435327833333,4.20000000,75.20000000,,75.20000000
NLD,Netherlands,2020,4.858333333333,7.80000000,81.40000000,,81.40000000
NOR,Norway,2020,4.741666666667,7.20000000,83.30000000,,83.30000000
NZL,New Zealand,2020,,8.70000000,82.30000000,,82.30000000
OECD,OECD,2020,7.179131583333,,,,
PER,Peru,2020,,,76.20000000,,76.20000000
POL,Poland,2020,3.233333333333,10.90000000,76.50000000,,76.50000000
PRT,Portugal,2020,7.150000000000,,81.10000000,,81.10000000
ROU,Romania,2020,,,74.20000000,,74.20000000
RUS,Russia,2020,,,,,
SVK,Slovak Republic,2020,6.650000000000,10.20000000,77.00000000,,77.00000000
SVN,Slovenia,2020,4.975000000000,9.80000000,80.60000000,,80.60000000
SWE,Sweden,2020,8.516666666667,7.50000000,82.40000000,,82.40000000
TUR,T??rkiye,2020,13.141666666667,1.20000000,,,
USA,United States,2020,8.091666666667,9.20000000,77.00000000,,77.00000000
ZAF,South Africa,2020,,,66.20000000,,66.20000000
ARG,Argentina,2021,,,75.90000000,,75.90000000
AUS,Australia,2021,5.122958750000,,83.30000000,,83.30000000
AUT,Austria,2021,6.158333333333,11.10000000,81.30000000,,81.30000000
BEL,Belgium,2021,6.266666666667,,81.90000000,,81.90000000
BGR,Bulgaria,2021,,,71.40000000,,71.40000000
BRA,Brazil,2021,,,74.00000000,,74.00000000
CAN,Canada,2021,7.483333333333,8.30000000,81.60000000,,81.60000000
CHE,Switzerland,2021,,8.50000000,83.90000000,,83.90000000
CHL,Chile,2021,8.862672250000,,81.00000000,,81.00000000
CHN,China (People???s Republic of),2021,,,78.10000000,,78.10000000
COL,Colombia,2021,13.795425000000,,76.80000000,,76.80000000
CRI,Costa Rica,2021,16.305483333333,3.10000000,80.80000000,,80.80000000
CZE,Czechia,2021,2.816666666667,11.60000000,77.20000000,,77.20000000
DEU,Germany,2021,3.583333333333,,80.80000000,,80.80000000
DNK,Denmark,2021,5.083333333333,10.40000000,81.50000000,,81.50000000
EA20,Euro area (20 countries),2021,7.733333333333,,,,
ESP,Spain,2021,14.800000000000,10.50000000,83.30000000,,83.30000000
EST,Estonia,2021,6.200000000000,11.10000000,77.20000000,,77.20000000
EU27_2020,European Union (27 countries from 01/02/2020),2021,7.041666666667,,,,
FIN,Finland,2021,7.625000000000,8.10000000,81.90000000,,81.90000000
FRA,France,2021,7.875000000000,10.50000000,82.40000000,,82.40000000
G7,G7,2021,5.215884416667,,,,
GBR,United Kingdom,2021,4.633333333333,10.00000000,,,
GRC,Greece,2021,14.816666666667,,80.20000000,,80.20000000
HRV,Croatia,2021,,,76.70000000,,76.70000000
HUN,Hungary,2021,4.041666666667,10.40000000,74.30000000,,74.30000000
IDN,Indonesia,2021,,,68.80000000,,68.80000000
IND,India,2021,,,70.20000000,,70.20000000
IRL,Ireland,2021,6.258333333333,9.50000000,82.40000000,,82.40000000
ISL,Iceland,2021,5.883333333333,,83.20000000,,83.20000000
ISR,Israel,2021,4.956940416667,,82.60000000,,82.60000000
ITA,Italy,2021,9.516666666667,,82.70000000,,82.70000000
JPN,Japan,2021,2.816666666667,6.60000000,84.50000000,,84.50000000
KOR,Korea,2021,3.608333333333,7.70000000,83.60000000,,83.60000000
LTU,Lithuania,2021,7.133333333333,12.10000000,74.20000000,,74.20000000
LUX,Luxembourg,2021,5.408333333333,,82.70000000,,82.70000000
LVA,Latvia,2021,7.541666666667,12.20000000,73.10000000,,73.10000000
MEX,Mexico,2021,4.138321416667,5.10000000,75.40000000,,75.40000000
NLD,Netherlands,2021,4.241666666667,8.10000000,81.40000000,,81.40000000
NOR,Norway,2021,4.441666666667,7.40000000,83.20000000,,83.20000000
NZL,New Zealand,2021,,8.80000000,82.30000000,,82.30000000
OECD,OECD,2021,6.162850500000,,,,
PER,Peru,2021,,,73.70000000,,73.70000000
POL,Poland,2021,3.358333333333,11.00000000,75.50000000,,75.50000000
PRT,Portugal,2021,6.700000000000,,81.50000000,,81.50000000
ROU,Romania,2021,,,72.80000000,,72.80000000
RUS,Russia,2021,,,,,
SVK,Slovak Republic,2021,6.833333333333,9.60000000,74.60000000,,74.60000000
SVN,Slovenia,2021,4.725000000000,10.60000000,80.70000000,,80.70000000
SWE,Sweden,2021,8.883333333333,7.60000000,83.10000000,,83.10000000
TUR,T??rkiye,2021,12.008333333333,1.40000000,,,
USA,United States,2021,5.350000000000,9.50000000,76.40000000,,76.40000000
ZAF,South Africa,2021,,,65.30000000,,65.30000000
ARG,Argentina,2022,,,75.40000000,,75.40000000
AUS,Australia,2022,3.719313083333,,,,
AUT,Austria,2022,4.741666666667,,81.10000000,,81.10000000
BEL,Belgium,2022,5.558333333333,,81.80000000,,81.80000000
BGR,Bulgaria,2022,,,74.30000000,,74.30000000
BRA,Brazil,2022,,,72.80000000,,72.80000000
CAN,Canada,2022,5.266666666667,8.10000000,,,
CHE,Switzerland,2022,,,83.50000000,,83.50000000
CHL,Chile,2022,7.863366833333,,81.20000000,,81.20000000
CHN,China (People???s Republic of),2022,,,78.20000000,,78.20000000
COL,Colombia,2022,11.212834166667,,76.90000000,,76.90000000
CRI,Costa Rica,2022,12.167070000000,3.50000000,80.90000000,,80.90000000
CZE,Czechia,2022,2.366666666667,,79.10000000,,79.10000000
DEU,Germany,2022,3.058333333333,,80.70000000,,80.70000000
DNK,Denmark,2022,4.450000000000,,81.30000000,,81.30000000
EA20,Euro area (20 countries),2022,6.716666666667,,,,
ESP,Spain,2022,12.933333333333,,83.20000000,,83.20000000
EST,Estonia,2022,5.608333333333,,78.20000000,,78.20000000
EU27_2020,European Union (27 countries from 01/02/2020),2022,6.141666666667,,,,
FIN,Finland,2022,6.766666666667,,81.20000000,,81.20000000
FRA,France,2022,7.308333333333,,82.30000000,,82.30000000
G7,G7,2022,4.076175916667,,,,
GBR,United Kingdom,2022,3.850000000000,,,,
GRC,Greece,2022,12.408333333333,,80.70000000,,80.70000000
HRV,Croatia,2022,,,77.70000000,,77.70000000
HUN,Hungary,2022,3.616666666667,,76.20000000,,76.20000000
IDN,Indonesia,2022,,,67.60000000,,67.60000000
IND,India,2022,,,67.20000000,,67.20000000
IRL,Ireland,2022,4.450000000000,10.20000000,,,
ISL,Iceland,2022,3.691666666667,,82.10000000,,82.10000000
ISR,Israel,2022,3.758676416667,,82.90000000,,82.90000000
ITA,Italy,2022,8.116666666667,,83.00000000,,83.00000000
JPN,Japan,2022,2.591666666667,,,,
KOR,Korea,2022,2.866666666667,,,,
LTU,Lithuania,2022,5.950000000000,,76.00000000,,76.00000000
LUX,Luxembourg,2022,4.600000000000,,83.00000000,,83.00000000
LVA,Latvia,2022,6.833333333333,,74.80000000,,74.80000000
MEX,Mexico,2022,3.273362750000,,,,
NLD,Netherlands,2022,3.516666666667,,81.70000000,,81.70000000
NOR,Norway,2022,3.241666666667,6.60000000,82.60000000,,82.60000000
NZL,New Zealand,2022,,8.70000000,,,
OECD,OECD,2022,5.005658666667,,,,
PER,Peru,2022,,,72.40000000,,72.40000000
POL,Poland,2022,2.866666666667,,77.40000000,,77.40000000
PRT,Portugal,2022,6.150000000000,,81.70000000,,81.70000000
ROU,Romania,2022,,,75.30000000,,75.30000000
RUS,Russia,2022,,,,,
SVK,Slovak Republic,2022,6.191666666667,,77.20000000,,77.20000000
SVN,Slovenia,2022,4.008333333333,,81.30000000,,81.30000000
SWE,Sweden,2022,7.483333333333,,83.10000000,,83.10000000
TUR,T??rkiye,2022,10.475000000000,,,,
USA,United States,2022,3.633333333333,,,,
ZAF,South Africa,2022,,,62.30000000,,62.30000000
ARG,Argentina,2000,,,,,
AUS,Australia,2000,6.277535416667,,,,
AUT,Austria,2000,3.883333333333,,,250.70000000,
BEL,Belgium,2000,6.858333333333,,,282.20000000,
BGR,Bulgaria,2000,,,,,
BRA,Brazil,2000,,,,,
CAN,Canada,2000,6.833333333333,,,,
CHE,Switzerland,2000,,,,247.30000000,
CHL,Chile,2000,9.724347916667,,,,
CHN,China (People???s Republic of),2000,,,,,
COL,Colombia,2000,,,,,
CRI,Costa Rica,2000,,,,,
CZE,Czechia,2000,8.766666666667,,,,
DEU,Germany,2000,7.950000000000,,,273.80000000,
DNK,Denmark,2000,4.316666666667,,,287.80000000,
EA20,Euro area (20 countries),2000,8.975000000000,,,,
ESP,Spain,2000,11.916666666667,,,219.30000000,
EST,Estonia,2000,14.225000000000,,,,
EU27_2020,European Union (27 countries from 01/02/2020),2000,8.991666666667,,,,
FIN,Finland,2000,9.741666666667,,,241.00000000,
FRA,France,2000,9.525000000000,,,281.50000000,
G7,G7,2000,5.682521750000,,,,
GBR,United Kingdom,2000,5.450000000000,,,247.30000000,
GRC,Greece,2000,11.225000000000,,,191.50000000,
HRV,Croatia,2000,,,,,
HUN,Hungary,2000,6.241666666667,,,,
IDN,Indonesia,2000,,,,,
IND,India,2000,,,,,
IRL,Ireland,2000,4.383333333333,,,254.60000000,
ISL,Iceland,2000,,,,,
ISR,Israel,2000,,,,,
ITA,Italy,2000,10.100000000000,,,254.10000000,
JPN,Japan,2000,4.733333333333,,,,
KOR,Korea,2000,4.416666666667,,,,
LTU,Lithuania,2000,16.425000000000,,,,
LUX,Luxembourg,2000,2.216666666667,,,271.20000000,
LVA,Latvia,2000,14.375000000000,,,,
MEX,Mexico,2000,2.503158416667,,,,
NLD,Netherlands,2000,3.633333333333,,,276.50000000,
NOR,Norway,2000,3.241666666667,,,,
NZL,New Zealand,2000,,,,,
OECD,OECD,2000,,,,,
PER,Peru,2000,,,,,
POL,Poland,2000,16.116666666667,,,,
PRT,Portugal,2000,5.283333333333,,,231.60000000,
ROU,Romania,2000,,,,,
RUS,Russia,2000,,,,,
SVK,Slovak Republic,2000,18.900000000000,,,,
SVN,Slovenia,2000,6.750000000000,,,,
SWE,Sweden,2000,5.591666666667,,,256.10000000,
TUR,T??rkiye,2000,,,,,
USA,United States,2000,3.966666666667,,,,
ZAF,South Africa,2000,,,,,
ARG,Argentina,2002,,,,,
AUS,Australia,2002,6.366487000000,,,312.00000000,
AUT,Austria,2002,4.391666666667,,,275.50000000,
BEL,Belgium,2002,7.525000000000,,,296.20000000,
BGR,Bulgaria,2002,,,,,
BRA,Brazil,2002,,,,,
CAN,Canada,2002,7.683333333333,,,299.90000000,
CHE,Switzerland,2002,,,,284.60000000,
CHL,Chile,2002,9.785750666667,,,,
CHN,China (People???s Republic of),2002,,,,,
COL,Colombia,2002,,,,,
CRI,Costa Rica,2002,,,,,
CZE,Czechia,2002,7.300000000000,,,289.30000000,
DEU,Germany,2002,8.600000000000,,,283.30000000,
DNK,Denmark,2002,4.641666666667,,,281.40000000,
EA20,Euro area (20 countries),2002,8.675000000000,,,,
ESP,Spain,2002,11.466666666667,,,243.40000000,
EST,Estonia,2002,11.325000000000,,,,
EU27_2020,European Union (27 countries from 01/02/2020),2002,9.050000000000,,,,
FIN,Finland,2002,9.083333333333,,,246.00000000,
FRA,France,2002,8.641666666667,,,289.50000000,
G7,G7,2002,6.474980000000,,,,
GBR,United Kingdom,2002,5.175000000000,,,273.60000000,
GRC,Greece,2002,10.308333333333,,,203.00000000,
HRV,Croatia,2002,,,,,
HUN,Hungary,2002,5.591666666667,,,318.80000000,
IDN,Indonesia,2002,,,,,
IND,India,2002,,,,,
IRL,Ireland,2002,4.741666666667,,,254.30000000,
ISL,Iceland,2002,,,,286.50000000,
ISR,Israel,2002,,,,,
ITA,Italy,2002,8.608333333333,,,276.50000000,
JPN,Japan,2002,5.358333333333,,,214.50000000,
KOR,Korea,2002,3.250000000000,,,220.50000000,
LTU,Lithuania,2002,13.775000000000,,,,
LUX,Luxembourg,2002,2.566666666667,,,296.70000000,
LVA,Latvia,2002,12.483333333333,,,,
MEX,Mexico,2002,2.977865833333,,,147.30000000,
NLD,Netherlands,2002,3.675000000000,,,283.00000000,
NOR,Norway,2002,3.683333333333,,,286.00000000,
NZL,New Zealand,2002,,,,331.00000000,
OECD,OECD,2002,7.218299833333,,,,
PER,Peru,2002,,,,,
POL,Poland,2002,20.041666666667,,,256.10000000,
PRT,Portugal,2002,6.458333333333,,,237.90000000,
ROU,Romania,2002,,,,,
RUS,Russia,2002,,,,,
SVK,Slovak Republic,2002,18.825000000000,,,263.00000000,
SVN,Slovenia,2002,6.341666666667,,,,
SWE,Sweden,2002,5.958333333333,,,264.70000000,
TUR,T??rkiye,2002,,,,114.30000000,
USA,United States,2002,5.783333333333,,,357.70000000,
ZAF,South Africa,2002,,,,,
ARG,Argentina,2008,,,,,
AUS,Australia,2008,4.241930083333,,,314.10000000,
AUT,Austria,2008,4.433333333333,,,250.60000000,
BEL,Belgium,2008,6.966666666667,,,309.40000000,
BGR,Bulgaria,2008,,,,,
BRA,Brazil,2008,,,,,
CAN,Canada,2008,6.308333333333,,,296.60000000,
CHE,Switzerland,2008,,,,269.30000000,
CHL,Chile,2008,7.809181916667,,,176.70000000,
CHN,China (People???s Republic of),2008,,,,,
COL,Colombia,2008,11.387634166667,,,,
CRI,Costa Rica,2008,,,,,
CZE,Czechia,2008,4.391666666667,,,288.50000000,
DEU,Germany,2008,7.400000000000,,,282.10000000,
DNK,Denmark,2008,3.700000000000,,,321.10000000,
EA20,Euro area (20 countries),2008,7.683333333333,,,,
ESP,Spain,2008,11.266666666667,,,241.40000000,
EST,Estonia,2008,5.641666666667,,,230.10000000,
EU27_2020,European Union (27 countries from 01/02/2020),2008,7.316666666667,,,,
FIN,Finland,2008,6.366666666667,,,250.10000000,
FRA,France,2008,7.441666666667,,,300.40000000,
G7,G7,2008,5.853649416667,,,,
GBR,United Kingdom,2008,5.708333333333,,,269.40000000,
GRC,Greece,2008,7.816666666667,,,162.00000000,
HRV,Croatia,2008,,,,,
HUN,Hungary,2008,7.808333333333,,,286.60000000,
IDN,Indonesia,2008,,,,,
IND,India,2008,,,,,
IRL,Ireland,2008,6.808333333333,,,317.00000000,
ISL,Iceland,2008,3.391666666667,,,290.40000000,
ISR,Israel,2008,,,,288.30000000,
ITA,Italy,2008,6.783333333333,,,274.30000000,
JPN,Japan,2008,3.983333333333,,,201.10000000,
KOR,Korea,2008,3.166666666667,,,262.40000000,
LTU,Lithuania,2008,5.816666666667,,,,
LUX,Luxembourg,2008,4.866666666667,,,284.00000000,
LVA,Latvia,2008,7.783333333333,,,,
MEX,Mexico,2008,3.974556166667,,,128.40000000,
NLD,Netherlands,2008,4.766666666667,,,289.90000000,
NOR,Norway,2008,2.908333333333,,,297.90000000,
NZL,New Zealand,2008,,,,309.20000000,
OECD,OECD,2008,6.193394750000,,,,
PER,Peru,2008,,,,,
POL,Poland,2008,7.066666666667,,,225.10000000,
PRT,Portugal,2008,9.233333333333,,,223.20000000,
ROU,Romania,2008,,,,,
RUS,Russia,2008,,,,,
SVK,Slovak Republic,2008,9.591666666667,,,260.60000000,
SVN,Slovenia,2008,4.400000000000,,,264.80000000,
SWE,Sweden,2008,6.383333333333,,,259.70000000,
TUR,T??rkiye,2008,10.016666666667,,,144.80000000,
USA,United States,2008,5.800000000000,,,300.20000000,
ZAF,South Africa,2008,,,,,
ARG,Argentina,1978,,,,,
AUS,Australia,1978,6.326645727273,,,,
AUT,Austria,1978,,,,,
BEL,Belgium,1978,,,,,
BGR,Bulgaria,1978,,,,,
BRA,Brazil,1978,,,,,
CAN,Canada,1978,8.366666666667,,,,
CHE,Switzerland,1978,,,,,
CHL,Chile,1978,,,,,
CHN,China (People???s Republic of),1978,,,,,
COL,Colombia,1978,,,,,
CRI,Costa Rica,1978,,,,,
CZE,Czechia,1978,,,,,
DEU,Germany,1978,,,,,
DNK,Denmark,1978,,,,,
EA20,Euro area (20 countries),1978,,,,,
ESP,Spain,1978,,,,,
EST,Estonia,1978,,,,,
EU27_2020,European Union (27 countries from 01/02/2020),1978,,,,,
FIN,Finland,1978,,,,,
FRA,France,1978,,,,,
G7,G7,1978,,,,,
GBR,United Kingdom,1978,,,,,
GRC,Greece,1978,,,,,
HRV,Croatia,1978,,,,,
HUN,Hungary,1978,,,,,
IDN,Indonesia,1978,,,,,
IND,India,1978,,,,,
IRL,Ireland,1978,,,,,
ISL,Iceland,1978,,,,,
ISR,Israel,1978,,,,,
ITA,Italy,1978,,,,,
JPN,Japan,1978,2.233333333333,,,,
KOR,Korea,1978,,,,,
LTU,Lithuania,1978,,,,,
LUX,Luxembourg,1978,,,,,
LVA,Latvia,1978,,,,,
MEX,Mexico,1978,,,,,
NLD,Netherlands,1978,,,,,
NOR,Norway,1978,,,,,
NZL,New Zealand,1978,,,,,
OECD,OECD,1978,,,,,
PER,Peru,1978,,,,,
POL,Poland,1978,,,,,
PRT,Portugal,1978,,,,,
ROU,Romania,1978,,,,,
RUS,Russia,1978,,,,,
SVK,Slovak Republic,1978,,,,,
SVN,Slovenia,1978,,,,,
SWE,Sweden,1978,,,,,
TUR,T??rkiye,1978,,,,,
USA,United States,1978,6.066666666667,,,,
ZAF,South Africa,1978,,,,,
ARG,Argentina,1979,,,,,
AUS,Australia,1979,6.254344416667,,,,
AUT,Austria,1979,,,,,
BEL,Belgium,1979,,,,,
BGR,Bulgaria,1979,,,,,
BRA,Brazil,1979,,,,,
CAN,Canada,1979,7.500000000000,,,,
CHE,Switzerland,1979,,,,,
CHL,Chile,1979,,,,,
CHN,China (People???s Republic of),1979,,,,,
COL,Colombia,1979,,,,,
CRI,Costa Rica,1979,,,,,
CZE,Czechia,1979,,,,,
DEU,Germany,1979,,,,,
DNK,Denmark,1979,,,,,
EA20,Euro area (20 countries),1979,,,,,
ESP,Spain,1979,,,,,
EST,Estonia,1979,,,,,
EU27_2020,European Union (27 countries from 01/02/2020),1979,,,,,
FIN,Finland,1979,,,,,
FRA,France,1979,,,,,
G7,G7,1979,,,,,
GBR,United Kingdom,1979,,,,,
GRC,Greece,1979,,,,,
HRV,Croatia,1979,,,,,
HUN,Hungary,1979,,,,,
IDN,Indonesia,1979,,,,,
IND,India,1979,,,,,
IRL,Ireland,1979,,,,,
ISL,Iceland,1979,,,,,
ISR,Israel,1979,,,,,
ITA,Italy,1979,,,,,
JPN,Japan,1979,2.083333333333,,,,
KOR,Korea,1979,,,,,
LTU,Lithuania,1979,,,,,
LUX,Luxembourg,1979,,,,,
LVA,Latvia,1979,,,,,
MEX,Mexico,1979,,,,,
NLD,Netherlands,1979,,,,,
NOR,Norway,1979,,,,,
NZL,New Zealand,1979,,,,,
OECD,OECD,1979,,,,,
PER,Peru,1979,,,,,
POL,Poland,1979,,,,,
PRT,Portugal,1979,,,,,
ROU,Romania,1979,,,,,
RUS,Russia,1979,,,,,
SVK,Slovak Republic,1979,,,,,
SVN,Slovenia,1979,,,,,
SWE,Sweden,1979,,,,,
TUR,T??rkiye,1979,,,,,
USA,United States,1979,5.850000000000,,,,
ZAF,South Africa,1979,,,,,
ARG,Argentina,1980,,,,,
AUS,Australia,1980,6.092499583333,,,,
AUT,Austria,1980,,,,,
BEL,Belgium,1980,,,,,
BGR,Bulgaria,1980,,,,,
BRA,Brazil,1980,,,,,
CAN,Canada,1980,7.516666666667,,,,
CHE,Switzerland,1980,,,,,
CHL,Chile,1980,,,,,
CHN,China (People???s Republic of),1980,,,,,
COL,Colombia,1980,,,,,
CRI,Costa Rica,1980,,,,,
CZE,Czechia,1980,,,,,
DEU,Germany,1980,,,,,
DNK,Denmark,1980,,,,,
EA20,Euro area (20 countries),1980,,,,,
ESP,Spain,1980,,,,,
EST,Estonia,1980,,,,,
